date,predictor,responder
11/7/2023,0.3347242857,4.462780482
11/8/2023,0.8959390685,4.846247789
11/9/2023,0.7099190282,3.521906518
11/10/2023,-0.1526901025,-3.601818356
11/11/2023,-0.7605339535,-3.755277149
11/12/2023,0.8263181879,-1.462167185
11/13/2023,0.3984505632,-3.691561625
11/14/2023,-0.7792584355,-4.056488069
11/15/2023,0.9788620016,-0.6892522322
11/16/2023,-0.472622288,-4.270674959
11/17/2023,-0.08443094928,4.737628375
11/18/2023,-0.6625368192,-2.07190008
11/19/2023,0.4076083356,-3.137759324
11/20/2023,-0.4802285833,-3.840918277
11/21/2023,-0.4576633542,0.4543846169
11/22/2023,-0.2764592229,-4.370516245
11/23/2023,0.9545905387,3.610633012
11/24/2023,-0.6373627435,-2.26129985
11/25/2023,-0.3371332883,0.6865479471
11/26/2023,0.5483323928,-2.060649316
11/27/2023,-0.3471098361,-1.325690859
11/28/2023,-0.002894028105,-4.389712658
11/29/2023,0.5902226014,-0.1283927529
11/30/2023,0.01954224857,-2.636687349
12/1/2023,-0.6665098785,2.980836766
12/2/2023,0.3455033941,5.087569285
12/3/2023,0.8153223504,-3.488604041
12/4/2023,-0.9105814649,-5.416574052
12/5/2023,-0.9825930865,-2.017670472
12/6/2023,-0.2809584714,-4.698849869
12/7/2023,-0.1213823822,0.5875767913
12/8/2023,-0.1460080069,1.128768048
12/9/2023,0.2616824908,-4.058240274
12/10/2023,-0.7393780438,-5.781766082
12/11/2023,-0.1837321401,1.920732716
12/12/2023,0.9823305161,1.149382955
12/13/2023,0.497870184,3.498028103
12/14/2023,0.3857032195,-1.642878234
12/15/2023,0.4469842061,1.705871956
12/16/2023,0.5303629181,-0.8610919175
12/17/2023,0.2473543104,-3.932391398
12/18/2023,0.9830124076,4.366798077
12/19/2023,0.6426703744,0.9071621373
12/20/2023,-0.4260967927,3.101196596
12/21/2023,-0.493956531,-1.10942491
12/22/2023,-0.001792097642,-1.308085256
12/23/2023,0.1654411008,0.2447059702
12/24/2023,-0.7619151169,-1.893755235
12/25/2023,-0.438316321,1.178828225
12/26/2023,-0.0525695423,2.593490905
12/27/2023,0.6555521768,5.556168995
12/28/2023,0.9054927843,6.230739428
12/29/2023,0.04023766538,-1.125671001
12/30/2023,0.8940056048,1.245636496
12/31/2023,-0.08077164552,-2.633924239
1/1/2024,0.6528581604,-0.07146366171
1/2/2024,-0.9265174862,-4.224842278
1/3/2024,0.4703910853,-3.721386368
1/4/2024,0.7923296031,0.5455818367
1/5/2024,0.2962610288,-2.673616285
1/6/2024,-0.8618213932,-2.962794663
1/7/2024,0.6387879962,-1.811450204
1/8/2024,0.5452482255,-0.6044612483
1/9/2024,0.8173616619,-3.40979822
1/10/2024,0.3378674917,4.509312947
1/11/2024,-0.9423341622,-5.115887787
1/12/2024,-0.9536163919,-0.6643388486
1/13/2024,-0.6017386855,2.357231215
1/14/2024,0.6815591156,3.609671443
1/15/2024,-0.8422230387,-1.509542094
1/16/2024,-0.2840066488,-0.9673881577
1/17/2024,0.810170196,1.079363503
1/18/2024,-0.7407287448,-1.498707809
1/19/2024,0.3300658622,3.180773555
1/20/2024,0.6791738602,-0.1501878733
1/21/2024,-0.5188606602,-5.227034355
1/22/2024,-0.8774118949,-3.425635485
1/23/2024,-0.01079432247,3.055713056
1/24/2024,0.4661752243,5.351797518
1/25/2024,0.2106911517,-1.87948838
1/26/2024,0.1491075387,-0.1066917921
1/27/2024,0.7003236518,-1.858950542
1/28/2024,-0.8897902713,-1.354077396
1/29/2024,-0.7957400569,-1.480667993
1/30/2024,0.2028494512,-0.883662681
1/31/2024,0.0428040329,3.223852219
